Year of arrival at port of disembarkation,Total embarked,Total disembarked
1568,359,287
1794,46,42
1567,75,51
1567,75,51
1567,75,51
1567,75,51
1688,251,
1767,230,
1770,44,
1775,226,
1775,226,
1787,169,
1787,169,
1691,179,158
1708,273,236
1767,169,
1768,386,
1767,386,
1770,196,
1770,196,
1786,600,
1657,,
1652,,
1652,,
1651,200,170
1654,60,20
1527,325,260
1715,158,140
1715,162,140
1715,272,249
1716,514,430
1656,450,380
1656,192,121
1658,,
1661,,
1654,145,109
1737,324,321
1737,480,409
1737,157,150
1737,553,443
1737,596,542
1737,216,150
1738,640,535
1738,247,237
1738,61,53
1738,500,458
1737,271,217
1738,175,140
1738,376,361
1738,360,262
1738,367,313
1738,400,300
1738,298,295
1738,95,89
1738,377,321
1738,414,389
1738,450,229
1738,298,271
1738,494,257
1738,321,147
1738,146,101
1738,115,99
1738,304,290
1738,537,406
1739,700,384
1738,539,482
1739,202,173
1739,433,283
1739,422,338
1739,451,280
1739,246,197
1739,409,231
1739,4,3
1739,268,172
1739,360,274
1739,340,260
1739,442,243
1739,141,135
1740,71,65
1739,380,304
1739,550,538
1739,322,316
1740,240,158
1740,381,316
1739,203,193
1739,177,167
1740,160,87
1739,250,230
1739,375,375
1739,76,65
1740,402,329
1740,399,311
1740,563,345
1740,666,642
1739,200,192
1740,407,337
1740,497,462
1740,105,89
1740,340,314
1740,360,290
1740,260,234
1740,385,365
1739,,
1740,289,270
1740,356,346
1740,313,302
1739,547,498
1740,258,225
1740,200,185
1740,418,401
1740,140,139
1740,432,409
1741,272,225
1741,220,175
1740,135,125
1740,140,136
1741,670,580
1741,400,379
1740,271,217
1740,271,217
1741,271,217
1741,199,189
1741,203,187
1741,180,160
1741,316,266
1741,190,143
1741,103,99
1741,237,224
1741,386,351
1741,152,140
1741,509,453
1740,271,217
1741,250,238
1741,382,316
1741,22,20
1741,106,99
1741,213,189
1741,337,292
1741,317,300
1741,431,322
1741,529,474
1741,216,201
1741,604,574
1740,271,217
1740,,
1741,193,177
1741,253,245
1741,336,278
1741,582,572
1741,266,253
1742,144,124
1741,402,281
1742,657,598
1741,320,265
1742,407,269
1741,439,344
1741,213,183
1741,160,140
1742,271,217
1742,262,243
1742,420,230
1742,231,223
1742,373,360
1742,400,360
1742,271,217
1742,273,236
1741,271,217
1742,240,207
1742,148,126
1742,440,250
1742,287,262
1742,420,314
1742,464,364
1742,325,325
1742,233,231
1742,438,430
1743,273,236
1742,440,375
1742,360,
1743,273,248
1743,111,101
1743,284,251
1743,386,351
1742,220,215
1743,508,500
1743,426,383
1743,225,198
1743,205,177
1743,100,100
1743,329,296
1743,313,293
1743,451,361
1743,300,245
1743,525,517
1743,271,217
1743,480,440
1743,446,428
1743,214,207
1743,450,400
1743,455,440
1744,107,91
1743,362,342
1744,475,405
1743,420,407
1743,440,406
1743,70,53
1744,500,473
1744,401,379
1744,271,217
1744,250,228
1744,322,273
1743,367,313
1744,305,284
1744,355,339
1743,150,133
1744,360,355
1744,404,401
1744,271,217
1744,233,201
1744,435,371
1744,151,121
1744,460,373
1744,550,488
1745,230,234
1743,273,236
1744,386,351
1744,379,310
1744,375,304
1744,367,
1744,500,416
1744,325,284
1745,175,269
1744,276,209
1745,386,351
1745,500,488
1745,357,325
1745,565,481
1745,606,585
1745,380,346
1744,,
1744,271,217
1744,,
1745,271,217
1746,,
1746,,
1748,386,351
1747,200,199
1749,248,226
1749,386,351
1749,271,217
1749,243,197
1749,260,200
1749,503,458
1749,332,311
1749,450,383
1749,298,285
1749,147,145
1749,192,154
1749,223,201
1749,250,250
1749,371,346
1750,39,34
1750,245,223
1750,402,380
1750,220,97
1750,91,80
1749,107,120
1749,247,198
1750,492,394
1750,512,446
1750,218,186
1750,213,202
1749,154,140
1750,221,200
1750,501,451
1750,598,402
1749,386,351
1750,360,203
1751,367,313
1750,245,220
1750,230,148
1750,458,417
1750,273,
1751,225,192
1750,209,185
1750,445,430
1751,315,224
1751,222,168
1751,273,236
1750,417,325
1751,481,272
1750,44,40
1751,230,196
1750,226,204
1751,206,173
1750,601,543
1750,372,316
1751,340,57
1750,72,71
1751,323,248
1750,320,310
1750,196,174
1751,232,129
1750,428,389
1751,176,159
1751,250,159
1751,387,399
1751,338,324
1751,472,430
1751,349,331
1751,460,419
1751,377,370
1751,51,37
1751,188,160
1751,269,257
1751,88,78
1751,471,468
1751,120,120
1751,382,367
1751,418,380
1751,332,314
1751,279,247
1751,618,576
1751,386,351
1751,337,327
1751,151,134
1751,439,436
1752,312,282
1752,658,658
1752,525,234
1752,560,448
1752,556,475
1752,470,266
1752,155,134
1752,381,347
1752,139,116
1752,434,251
1752,271,244
1752,110,83
1752,476,384
1752,219,189
1752,700,484
1752,609,585
1752,500,485
1753,480,426
1753,380,328
1753,495,474
1753,209,178
1753,150,129
1753,450,410
1753,312,266
1753,316,309
1753,782,723
1753,656,559
1753,176,155
1753,341,324
1752,300,284
1753,413,376
1753,354,269
1754,276,209
1752,250,209
1753,512,466
1753,460,405
1753,225,215
1754,217,178
1753,144,124
1753,340,320
1753,107,105
1753,210,128
1753,211,180
1754,160,145
1753,327,272
1754,124,103
1754,387,246
1754,503,429
1754,280,221
1754,121,105
1753,309,263
1753,346,307
1754,526,260
1754,383,349
1754,351,363
1754,148,136
1754,163,147
1753,744,653
1754,480,421
1754,302,287
1754,238,181
1754,354,214
1754,161,161
1754,145,125
1754,350,333
1754,242,221
1754,12,
1754,120,121
1754,227,207
1754,233,191
1754,450,436
1753,250,209
1753,331,330
1755,442,378
1754,377,316
1754,388,345
1754,450,383
1754,287,245
1753,,
1755,226,204
1754,300,300
1754,441,367
1754,406,360
1755,146,129
1755,158,144
1755,250,209
1754,106,85
1755,266,242
1755,306,279
1754,169,150
1755,492,419
1755,300,256
1755,250,209
1755,352,300
1755,291,146
1755,466,453
1755,240,218
1755,295,251
1755,183,152
1755,466,392
1755,250,209
1755,215,191
1754,500,450
1754,338,
1755,4,4
1755,407,392
1755,609,519
1755,230,229
1756,169,150
1755,414,412
1754,250,209
1755,386,351
1755,352,336
1755,462,410
1755,142,103
1755,208,173
1755,298,254
1756,276,209
1755,338,257
1756,129,97
1756,250,209
1755,575,490
1755,242,242
1755,300,280
1756,239,239
1755,,
1755,166,147
1756,60,55
1756,386,351
1756,419,409
1755,386,351
1756,700,700
1755,514,514
1756,276,209
1755,386,351
1756,217,165
1756,208,173
1756,879,800
1756,210,179
1755,420,360
1756,116,106
1756,,
1757,367,313
1763,85,82
1763,270,268
1763,105,79
1764,419,383
1764,239,220
1764,205,201
1764,407,133
1763,326,236
1764,456,315
1764,403,388
1764,227,212
1764,176,162
1764,542,500
1764,130,113
1764,179,163
1764,288,241
1764,365,352
1764,368,339
1764,156,118
1765,455,438
1764,311,288
1764,44,37
1765,220,164
1765,270,257
1764,133,93
1764,35,31
1764,223,199
1764,160,144
1764,276,
1765,310,290
1764,452,388
1764,250,209
1765,228,225
1765,63,55
1765,230,200
1764,500,486
1765,425,414
1765,318,301
1765,428,420
1765,186,179
1765,369,270
1765,220,178
1765,113,90
1765,44,40
1765,399,378
1765,304,265
1765,324,236
1766,110,64
1765,391,379
1765,206,205
1765,107,96
1766,500,242
1766,280,116
1765,398,352
1765,417,403
1765,25,
1765,305,245
1765,194,110
1765,408,400
1766,176,156
1766,406,222
1765,452,444
1765,120,120
1766,398,198
1766,560,426
1766,367,330
1766,220,161
1766,292,280
1766,379,340
1766,355,337
1765,,
1766,487,453
1766,550,257
1766,230,211
1766,611,557
1766,396,248
1766,401,208
1766,422,320
1766,557,462
1766,522,455
1766,52,50
1766,182,127
1766,83,73
1765,13,
1766,71,69
1765,34,
1767,332,309
1766,77,58
1767,344,200
1767,338,243
1767,390,260
1767,462,420
1766,182,105
1767,436,412
1767,264,257
1767,565,564
1767,218,166
1767,209,207
1767,2,2
1767,383,380
1767,257,197
1767,470,421
1767,189,95
1767,386,378
1767,348,318
1767,426,421
1767,95,71
1767,513,482
1767,405,381
1767,207,125
1767,313,250
1768,101,91
1768,135,122
1768,339,312
1767,368,349
1766,276,
1767,91,82
1768,304,168
1768,320,291
1768,285,259
1767,89,80
1768,425,413
1768,286,228
1768,480,462
1768,209,174
1768,534,486
1768,375,361
1768,536,531
1768,453,438
1768,66,61
1768,228,222
1768,222,215
1768,570,386
1768,451,436
1768,427,420
1769,528,486
1768,373,246
1768,213,208
1768,386,303
1768,17,17
1769,691,642
1769,268,218
1769,429,365
1769,473,430
1769,75,68
1769,393,305
1769,565,488
1769,122,115
1769,170,169
1769,331,275
1769,238,197
1769,221,168
1770,251,223
1769,415,395
1769,177,165
1769,70,70
1769,66,
1770,55,46
1769,93,68
1770,111,65
1770,229,204
1769,208,158
1769,445,397
1770,611,504
1770,360,218
1770,431,410
1770,301,237
1770,370,315
1770,434,434
1769,390,338
1770,312,302
1770,390,325
1770,115,105
1770,136,116
1770,528,323
1770,253,237
1770,72,60
1770,334,322
1770,350,315
1770,377,345
1770,422,388
1771,234,201
1770,468,395
1770,382,293
1771,242,233
1770,444,371
1770,520,439
1770,582,530
1770,473,456
1770,100,36
1770,241,181
1771,580,525
1771,466,429
1771,170,
1771,360,314
1770,425,411
1771,162,130
1771,577,535
1771,241,201
1771,225,221
1771,261,250
1771,320,308
1771,700,249
1771,326,297
1772,135,120
1772,420,307
1772,362,338
1772,193,138
1772,571,560
1772,472,399
1772,250,209
1772,485,480
1772,298,217
1772,519,400
1772,386,351
1772,267,227
1772,169,150
1773,250,209
1772,412,306
1772,346,282
1772,370,337
1772,465,396
1772,83,71
1772,250,208
1773,169,150
1773,367,313
1772,172,171
1773,350,343
1772,169,150
1772,336,303
1773,664,604
1773,217,211
1773,367,313
1773,292,266
1773,259,258
1773,372,317
1773,507,422
1773,466,431
1773,112,85
1773,460,392
1773,537,489
1774,446,380
1773,276,209
1774,386,351
1774,364,340
1774,386,351
1773,367,313
1774,449,443
1774,392,375
1774,423,385
1774,456,416
1774,499,491
1774,250,209
1775,214,193
1774,171,130
1774,482,411
1774,374,319
1774,169,150
1774,462,436
1774,252,
1774,288,279
1774,370,358
1774,352,342
1774,386,351
1774,343,339
1775,320,308
1775,101,96
1775,460,449
1775,453,386
1774,53,47
1775,421,359
1775,483,412
1774,25,
1776,184,167
1775,386,351
1776,491,486
1775,341,330
1775,270,270
1776,334,306
1775,369,334
1775,428,365
1775,447,381
1776,542,462
1775,239,223
1776,435,434
1776,360,360
1776,417,360
1776,286,260
1776,328,249
1776,79,60
1776,287,240
1776,340,330
1777,315,270
1776,385,350
1776,169,150
1776,461,393
1776,450,428
1776,87,77
1776,293,222
1776,330,300
1775,,
1776,234,220
1778,388,268
1777,222,202
1776,300,299
1777,405,397
1777,73,66
1777,400,338
1776,170,129
1777,421,345
1777,112,
1777,120,106
1776,,
1777,525,522
1777,270,232
1776,250,219
1777,222,207
1777,410,407
1777,303,296
1777,649,631
1777,100,97
1777,400,390
1777,517,432
1777,515,407
1778,130,112
1777,599,550
1777,367,313
1777,367,340
1777,300,296
1778,386,386
1777,508,500
1778,586,560
1778,393,298
1778,280,260
1778,326,297
1778,198,150
1778,667,506
1778,300,298
1778,319,290
1778,480,437
1777,310,266
1778,596,546
1778,333,291
1778,608,553
1778,555,476
1778,321,275
1778,310,266
1782,147,130
1784,386,267
1783,176,150
1783,127,113
1784,317,270
1783,530,482
1783,659,600
1783,577,573
1785,386,267
1784,113,100
1784,301,228
1784,495,450
1784,215,196
1784,440,400
1783,150,
1783,714,650
1783,233,180
1784,118,105
1784,332,285
1784,127,109
1784,583,500
1784,464,395
1784,169,150
1784,374,340
1784,328,300
1784,340,235
1785,484,440
1784,369,317
1784,407,370
1784,386,351
1785,610,555
1784,264,234
1784,238,231
1783,386,351
1784,308,264
1785,487,400
1784,326,297
1784,621,565
1785,233,200
1785,319,290
1785,117,100
1785,386,351
1785,367,313
1784,553,420
1785,300,310
1785,561,481
1785,330,300
1786,106,90
1785,549,500
1786,194,167
1785,528,450
1785,445,297
1785,492,464
1785,140,124
1785,225,200
1786,489,410
1785,,
1786,444,404
1785,551,528
1785,,
1785,,
1786,434,300
1786,517,393
1786,15,14
1785,440,400
1785,470,368
1786,443,403
1786,462,425
1786,297,270
1785,421,359
1785,386,267
1785,407,366
1785,406,308
1786,300,297
1786,387,332
1786,419,361
1786,551,501
1786,607,570
1786,223,213
1787,352,300
1787,349,297
1787,435,380
1786,367,357
1787,367,200
1786,269,221
1787,14,12
1787,134,127
1786,80,78
1786,181,137
1786,352,300
1787,643,407
1787,863,588
1786,290,264
1786,412,313
1787,198,180
1787,285,195
1786,450,443
1787,424,364
1787,569,518
1787,14,13
1786,453,344
1787,453,425
1787,74,70
1787,316,290
1787,391,260
1787,120,115
1787,392,340
1787,341,333
1787,361,274
1787,260,220
1787,243,196
1787,240,165
1787,411,350
1787,375,332
1787,306,261
1787,237,216
1788,237,162
1787,383,326
1787,449,425
1788,258,220
1787,48,47
1787,317,274
1788,475,458
1786,386,351
1786,276,209
1788,438,399
1788,275,223
1787,247,236
1787,367,313
1787,320,295
1787,516,435
1788,320,273
1788,426,363
1788,510,464
1788,274,211
1788,219,187
1787,398,346
1788,608,553
1788,353,320
1787,437,358
1788,203,181
1788,454,413
1788,136,134
1788,29,26
1788,209,190
1788,425,362
1788,385,366
1788,351,299
1788,320,291
1788,602,594
1788,222,202
1788,445,398
1789,176,160
1788,462,351
1789,376,342
1788,534,486
1789,423,292
1789,446,380
1789,586,405
1788,382,290
1789,291,265
1788,265,241
1788,306,261
1789,396,360
1788,213,204
1789,390,355
1789,415,378
1788,40,
1788,378,287
1789,141,128
1789,488,444
1789,377,343
1789,200,152
1789,480,451
1789,250,197
1788,386,
1789,132,100
1789,555,473
1789,262,199
1789,375,332
1789,216,195
1789,430,411
1789,164,150
1789,149,128
1789,450,383
1789,395,341
1789,209,203
1789,216,192
1789,286,260
1790,440,400
1790,484,440
1789,315,270
1790,267,265
1789,598,454
1790,254,218
1790,546,465
1790,318,241
1790,501,438
1790,226,206
1789,326,297
1790,466,460
1789,339,305
1790,303,270
1790,220,200
1790,417,350
1789,461,350
1790,429,390
1790,408,348
1790,449,409
1790,218,198
1790,341,340
1790,305,278
1790,318,289
1789,302,229
1790,129,110
1790,200,196
1790,297,270
1790,341,293
1784,386,351
1784,736,636
1785,522,448
1785,386,351
1785,310,266
1785,966,835
1785,130,118
1785,600,400
1785,593,540
1785,523,476
1785,500,455
1785,549,500
1785,386,351
1785,351,347
1786,188,160
1785,,
1786,375,346
1786,304,277
1786,399,370
1786,506,430
1786,710,605
1786,153,135
1786,376,151
1786,376,299
1786,280,83
1786,838,763
1786,166,141
1786,459,424
1786,304,247
1786,835,760
1787,469,400
1786,411,410
1786,78,76
1787,336,286
1787,270,236
1786,400,238
1787,275,250
1787,516,452
1787,365,360
1787,332,283
1787,286,260
1787,353,255
1787,789,718
1787,118,105
1787,470,419
1787,635,540
1788,347,316
1788,276,251
1787,227,206
1787,469,400
1787,359,315
1788,414,359
1788,424,287
1787,75,78
1787,334,
1788,342,258
1788,779,682
1788,542,493
1788,541,485
1788,533,316
1788,180,112
1789,165,153
1788,514,512
1788,495,441
1788,454,361
1788,540,472
1789,270,205
1789,672,565
1789,496,488
1789,504,423
1789,700,683
1790,181,155
1790,399,363
1790,476,408
1790,411,353
1790,310,266
1790,438,376
1790,237,180
1790,528,450
1790,316,288
1791,226,204
1790,583,500
1790,546,530
1790,169,150
1791,420,360
1790,386,351
1791,367,313
1791,352,300
1790,386,267
1791,545,538
1790,41,36
1791,386,351
1791,310,266
1792,386,351
1791,310,266
1792,367,313
1792,417,360
1792,310,266
1792,310,266
1793,367,313
1714,305,233
1714,197,150
1715,521,495
1716,462,420
1715,375,300
1716,200,174
1716,302,260
1716,100,89
1717,91,73
1717,424,340
1718,367,294
1719,180,154
1718,250,200
1719,122,98
1719,105,93
1719,120,118
1719,112,99
1720,130,127
1720,62,50
1720,220,214
1721,56,50
1721,300,289
1721,200,196
1721,250,222
1722,89,79
1722,290,268
1723,80,78
1723,100,95
1724,40,39
1727,493,420
1728,516,431
1729,226,209
1729,261,222
1733,416,333
1733,144,115
1735,169,150
1737,290,232
1740,423,385
1742,386,351
1743,514,468
1744,70,56
1744,386,351
1744,198,180
1744,,
1749,22,18
1749,386,351
1749,227,193
1751,386,351
1751,386,351
1751,250,208
1752,47,39
1752,273,236
1753,386,351
1753,386,351
1753,386,351
1752,386,351
1753,386,351
1754,374,342
1754,250,208
1754,258,215
1755,250,209
1755,386,351
1754,226,204
1755,386,351
1754,386,351
1755,226,204
1756,386,351
1755,386,351
1756,421,396
1764,309,281
1764,598,544
1764,386,351
1764,555,505
1764,250,208
1764,386,351
1764,276,209
1765,627,571
1765,386,351
1766,296,256
1765,381,347
1765,398,362
1766,571,520
1765,366,357
1766,595,541
1766,496,451
1765,541,530
1766,178,162
1766,630,573
1766,379,376
1767,399,363
1767,618,562
1767,335,305
1767,359,332
1767,345,327
1768,347,347
1768,478,468
1768,129,139
1768,481,461
1768,424,415
1768,291,297
1768,244,190
1769,445,441
1767,,
1768,316,288
1769,387,352
1768,420,360
1769,485,456
1769,291,293
1769,259,249
1770,358,326
1770,511,465
1770,385,379
1770,399,363
1770,165,125
1770,490,446
1770,357,325
1771,309,281
1771,470,428
1771,355,307
1771,636,579
1772,495,450
1772,623,597
1772,73,66
1772,571,520
